trial,decision,response time,Trial_File,num,p1,p2,p3,p4,num',p1',p2',p3',p4',P1'-P1,P2'-P2,P3'-P3,P4'-P4
94.0,0.0,1.8987511,ResultsProsodyExp_Part1_Sub101_25-Dec-2024.mat,94,76.3909358121262,31.6390469395041,-48.5841083531029,5.43879988433193,794,57.286247607812,-62.8510409399224,21.4830196335583,56.0733193540142,-19.1046882043142,-94.4900878794265,70.0671279866612,50.634519469682274
95.0,1.0,2.2581081,ResultsProsodyExp_Part1_Sub101_25-Dec-2024.mat,95,3.54887076601563,50.4995884766972,34.7717158693848,-68.0083671306971,795,-22.9117452829152,-88.1156788798157,30.3856625355626,25.9129444574488,-26.460616048930827,-138.6152673565129,-4.3860533338222005,93.9213115881459
96.0,0.0,1.944571,ResultsProsodyExp_Part1_Sub101_25-Dec-2024.mat,96,9.6235014521418,-53.5498137741101,-25.9392953763116,-33.8092728943749,796,-22.4978584053049,-4.12974421006008,81.6709577093356,-83.5993700380195,-32.1213598574467,49.42006956405002,107.6102530856472,-49.7900971436446
97.0,1.0,1.8994224,ResultsProsodyExp_Part1_Sub101_25-Dec-2024.mat,97,-43.9530032326016,-64.2134580311449,6.16099736341549,-34.9513484238269,797,-28.2678138066186,43.1287782281607,-69.8570575402121,-3.89979435402375,15.685189425983001,107.3422362593056,-76.01805490362759,31.05155406980315
98.0,0.0,2.5623824,ResultsProsodyExp_Part1_Sub101_25-Dec-2024.mat,98,-0.219243353488561,-89.2849646053351,-43.8912888633933,-36.0441177701651,798,-38.6559828410216,-71.9296008185951,-15.6050933516636,-62.9166221398688,-38.43673948753304,17.35536378674,28.2861955117297,-26.872504369703698
99.0,1.0,1.8869953,ResultsProsodyExp_Part1_Sub101_25-Dec-2024.mat,99,16.7241841168454,81.4130834349341,3.40926947900199,61.8820655650039,799,-43.7667566767412,63.024094596498,-39.387739911873,61.6203632967297,-60.4909407935866,-18.38898883843609,-42.79700939087499,-0.26170226827419896
100.0,1.0,2.2615946,ResultsProsodyExp_Part1_Sub101_25-Dec-2024.mat,100,55.0515919813202,-74.7347594750175,82.6366646533251,-4.55872780442781,800,-72.8348886357029,-40.551911947457,-59.8126269433048,-2.90956612753966,-127.8864806170231,34.1828475275605,-142.4492915966299,1.6491616768881499
101.0,0.0,2.4442152,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,101,-18.9493236828962,-3.39200482437484,-55.6842365853764,-45.8978839771716,801,-50.0425824098093,-59.819083692384,5.49839222089807,33.7403541496524,-31.0932587269131,-56.42707886800916,61.182628806274465,79.638238126824
102.0,1.0,1.9398979,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,102,7.32050553378377,-14.0365626653561,-16.8825335623079,-30.1772002040667,802,5.74796837229922,32.3274059848726,-70.5294804355993,41.2265474258665,-1.5725371614845498,46.3639686502287,-53.6469468732914,71.4037476299332
103.0,0.0,2.6025868,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,103,-39.089745462454,24.597732542853,-57.9680135672149,54.3516039940991,803,48.8369201106826,-53.7941586322986,-56.5819334877728,25.3706202379936,87.9266655731366,-78.3918911751516,1.3860800794421024,-28.980983756105502
104.0,1.0,1.7797501,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,104,-48.7365363381045,24.2541788234225,60.5096725278122,74.0802297221809,804,68.9815691928113,-85.7249543379317,65.9380233203479,-41.280169057596,117.7181055309158,-109.97913316135421,5.428350792535696,-115.3603987797769
105.0,0.0,2.1915916,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,105,64.0905733969164,73.6483238171705,-26.4781240843065,31.7816480276311,805,68.6508063523217,2.70308298035911,20.0098388584217,34.6506943069009,4.560232955405297,-70.9452408368114,46.4879629427282,2.869046279269803
106.0,1.0,1.8026522,ResultsProsodyExp_Part2_Sub101_25-Dec-2024.mat,106,8.24997818037539,75.3163658259655,81.8537450205248,-84.9844801917094,806,-64.7998316322124,31.4260149203412,-41.9114372979389,-64.9464074671911,-73.0498098125878,-43.8903509056243,-123.7651823184637,20.0380727245183
